lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
273,8,20,13,1,2,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,95.0,0,0
147,5,30,18,1,3,2,1.0,0,2,5,3,0,0,0,0,2,1,0,0,2,150.0,0,2
76,11,38,16,0,2,2,0.0,0,0,4,3,0,0,0,0,3,0,0,0,3,62.0,0,0
74,10,41,5,3,6,2,0.0,0,2,6,3,0,0,0,0,0,0,0,0,2,86.0,0,2
206,0,17,28,0,2,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,130.5,0,3
0,11,37,8,0,4,2,2.0,0,0,6,3,0,0,0,5,5,0,0,0,0,195.0,0,1
0,3,8,20,0,1,2,0.0,0,0,3,1,0,0,0,3,3,0,0,0,2,51.0,1,0
80,0,15,7,0,3,2,0.0,0,4,4,3,0,0,0,0,0,0,0,0,3,68.0,0,0
151,8,19,13,2,2,2,0.0,0,0,4,1,0,0,0,0,0,0,1,0,2,95.0,0,0
0,3,10,29,1,2,1,0.0,0,0,2,0,1,0,1,0,3,1,0,0,2,38.0,0,0
0,6,25,13,1,0,1,0.0,0,0,6,3,0,0,0,0,1,0,0,0,2,109.0,0,0
322,2,50,9,0,2,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,52.0,0,0
135,10,43,22,2,2,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,68.0,0,0
13,1,35,27,2,5,2,0.0,0,0,6,3,0,0,0,1,1,0,0,0,2,85.29,0,1
3,11,40,30,0,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,121.0,1,1
2,8,22,26,0,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,176.0,0,1
129,4,2,8,2,1,1,0.0,0,0,4,3,0,0,0,3,3,0,1,0,2,67.0,0,0
226,8,22,27,0,2,1,0.0,0,0,4,1,0,0,0,0,3,3,1,0,3,60.0,0,0
207,11,40,29,0,2,2,0.0,0,0,5,3,0,1,0,0,0,0,0,0,2,48.0,0,0
4,3,9,26,2,1,2,2.0,0,0,6,3,0,0,0,2,2,0,0,0,2,78.0,0,1
27,8,19,10,0,3,2,0.0,0,0,3,1,0,0,0,0,0,1,0,0,2,94.0,0,1
5,9,47,21,1,1,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,58.0,0,1
204,1,33,12,0,4,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,3,76.5,0,3
21,11,40,30,0,1,1,0.0,0,0,4,3,0,1,0,0,0,0,1,0,2,170.0,0,0
3,8,19,2,1,2,1,0.0,0,0,5,3,0,0,0,0,4,0,0,0,2,92.7,0,0
157,8,19,5,0,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,0,127.0,0,0
56,6,24,8,0,1,2,0.0,0,0,5,0,0,0,0,0,0,0,0,0,3,120.0,0,0
38,10,42,17,2,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,0,105.12,0,2
1,2,51,12,1,0,1,0.0,0,0,6,3,0,0,0,0,3,0,0,0,2,49.0,1,0
34,2,50,8,0,2,1,0.0,0,0,5,3,0,1,0,0,0,0,1,0,2,90.0,0,0
62,1,31,1,0,4,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,185.99,0,1
31,6,23,2,0,2,2,0.0,0,0,5,3,0,0,0,0,0,3,0,0,3,100.0,0,0
215,1,32,2,2,5,2,2.0,0,0,6,3,0,0,0,6,6,0,0,0,2,240.0,0,0
1,8,20,18,0,1,2,0.0,0,0,5,3,0,0,0,3,3,0,0,0,2,109.0,0,0
204,4,1,2,1,4,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,97.75,0,0
150,5,30,27,0,1,2,1.0,0,2,6,3,0,0,0,0,0,2,0,0,2,190.8,0,0
161,11,40,29,0,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,102.33,0,0
20,0,16,18,0,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,135.0,0,0
22,5,28,12,0,1,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,120.0,0,1
11,1,34,18,0,3,2,0.0,0,0,6,3,0,0,0,0,0,1,0,0,0,95.33,0,1
292,5,30,21,0,2,2,0.0,0,2,5,3,0,0,0,0,0,0,0,0,3,115.0,0,0
124,0,15,9,2,5,2,0.0,0,2,4,3,0,0,0,0,2,1,1,0,2,80.0,0,0
30,0,13,1,2,5,2,0.0,0,0,3,1,0,0,0,0,0,1,0,0,2,81.0,1,0
24,9,47,18,0,2,2,0.0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.0,0,1
53,0,18,27,0,3,2,0.0,0,2,6,3,0,0,0,4,4,0,0,0,2,133.0,1,0
277,6,25,12,2,2,2,0.0,0,4,4,3,0,0,0,0,0,0,1,0,2,110.0,0,0
8,10,43,21,0,3,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,85.0,0,0
301,5,31,30,1,1,2,0.0,0,2,5,3,0,0,0,0,0,0,0,0,3,115.0,0,1
279,10,42,12,0,3,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,110.0,0,0
0,3,6,9,0,1,1,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,93.0,0,0
29,2,49,2,0,2,2,0.0,0,0,2,3,0,0,0,0,0,0,0,0,3,85.0,0,0
120,5,27,8,2,3,3,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,198.0,0,0
19,1,31,4,2,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,175.14,1,1
120,11,40,28,0,3,2,0.0,0,0,5,3,0,0,0,3,3,0,0,0,2,108.57,0,0
2,5,29,19,0,1,1,0.0,0,0,2,0,0,0,0,0,0,0,0,0,2,160.0,0,0
2,8,18,1,1,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,75.0,0,1
95,0,17,20,0,2,2,0.0,0,2,4,3,0,0,0,0,0,0,0,0,3,98.0,0,0
71,6,25,14,0,3,1,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,120.0,0,0
30,9,48,25,1,2,2,0.0,0,0,3,1,0,0,0,3,3,0,0,0,2,94.5,0,0
398,1,33,11,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.0,0,0
23,8,19,2,1,2,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,143.99,0,1
301,5,31,30,1,1,2,0.0,0,2,5,3,0,0,0,0,0,0,0,0,3,115.0,0,1
89,0,14,3,2,5,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,83.16,0,1
99,1,34,21,1,2,3,0.0,0,0,6,3,0,0,0,3,4,0,0,0,2,195.0,0,2
37,2,53,27,0,4,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,108.8,0,1
100,10,44,31,1,1,1,0.0,0,0,4,3,0,0,0,0,0,1,0,0,3,0.0,0,0
36,10,42,13,0,2,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,1,75.6,0,0
615,7,11,16,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.0,0,0
69,6,25,12,2,4,1,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,120.0,0,0
10,2,50,11,1,2,2,0.0,0,0,5,3,0,0,0,0,3,0,0,0,2,58.0,0,0
30,6,23,1,0,3,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,90.0,0,0
12,10,41,4,1,0,2,0.0,0,0,5,3,0,0,0,0,3,1,0,0,3,72.0,0,0
52,7,11,13,1,1,1,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,80.0,0,0
175,6,23,9,0,2,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,3,130.0,0,0
18,0,16,22,0,1,1,0.0,0,3,6,3,0,0,0,0,0,1,0,0,2,115.0,0,2
95,11,38,18,1,2,2,0.0,0,0,6,3,0,0,0,0,0,1,0,0,2,89.25,0,2
18,7,10,3,2,5,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,61.15,0,0
112,6,26,25,2,3,2,0.0,0,0,6,3,0,0,0,3,3,3,0,0,2,135.0,0,1
168,0,14,8,2,2,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,166.5,0,0
147,1,33,8,1,3,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,97.75,0,0
0,4,4,23,1,0,1,0.0,0,0,2,0,1,0,5,0,3,0,0,0,2,35.0,0,0
113,3,9,25,0,3,2,0.0,0,0,5,3,0,1,0,0,0,0,1,44,2,75.0,0,0
19,0,15,4,1,2,2,0.0,0,0,6,3,0,0,0,3,3,1,0,0,2,101.27,0,1
2,7,12,18,0,1,2,0.0,0,0,2,0,0,0,0,0,0,1,0,0,2,107.0,0,0
178,1,35,25,0,1,3,0.0,0,0,6,3,0,0,0,0,1,0,0,0,2,128.7,0,0
99,7,10,6,2,5,2,0.0,0,2,6,3,0,0,0,0,2,0,0,0,2,83.86,0,1
129,8,22,31,1,4,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,145.8,0,0
175,8,20,19,0,1,1,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,90.0,0,0
157,10,40,1,2,2,2,0.0,0,0,5,3,0,0,0,3,3,0,1,0,2,52.0,0,0
42,1,34,15,1,1,1,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,72.0,0,0
151,4,4,19,0,3,1,0.0,0,0,5,3,0,0,0,0,0,0,0,63,3,80.0,0,0
3,10,41,7,0,4,2,0.0,0,0,5,3,0,0,0,0,4,0,0,0,3,70.0,0,0
148,10,43,24,0,1,1,0.0,0,0,4,1,0,0,0,0,0,0,1,0,2,39.0,0,0
20,8,19,8,1,0,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,150.0,0,1
67,3,7,12,2,0,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,80.0,0,0
2,0,15,5,0,1,1,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,89.0,0,2
56,5,29,11,1,0,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,88.01,0,0
152,1,35,26,1,2,1,0.0,0,0,6,3,0,0,0,0,0,2,0,0,2,90.9,0,0
4,4,3,17,0,2,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,112.0,0,3
167,7,9,4,2,6,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,47.45,0,0
94,5,27,7,0,2,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,190.0,0,1
217,1,35,31,2,7,2,0.0,0,2,5,3,0,0,0,3,4,0,0,0,0,110.8,0,0
168,10,41,4,0,4,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,96.8,0,0
23,5,28,8,1,2,2,1.0,0,2,6,3,0,0,0,0,0,0,0,0,2,162.24,0,0
44,5,29,12,0,5,2,0.0,0,2,6,3,0,0,0,4,4,0,0,0,2,225.8,0,0
85,9,47,14,1,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,89.7,0,2
364,10,42,12,1,4,2,0.0,0,0,4,0,0,0,0,0,0,3,0,0,3,66.0,0,0
186,11,40,30,2,2,2,0.0,0,3,6,3,0,0,0,0,3,0,0,0,2,102.6,0,2
18,10,43,18,0,1,1,0.0,0,0,2,0,1,3,19,0,4,1,0,0,2,67.0,1,0
86,4,4,22,0,1,2,0.0,0,0,4,3,0,1,0,0,0,0,1,35,2,85.0,0,0
15,3,8,23,0,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,108.0,0,1
86,0,14,8,2,5,2,2.0,0,2,6,3,0,0,0,6,6,0,0,0,2,195.86,0,0
385,11,39,21,0,4,2,0.0,0,0,4,1,0,0,0,0,0,0,1,0,2,66.0,0,0
88,11,39,26,2,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,170.0,0,0
195,5,30,22,2,5,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,134.86,1,1
7,3,8,22,1,4,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,102.0,0,1
18,8,18,5,1,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,170.0,0,2
226,11,39,23,0,1,2,0.0,0,0,5,3,0,1,0,0,0,0,0,0,2,55.8,0,0
39,6,27,30,1,3,2,0.0,0,0,6,3,0,0,0,0,2,0,0,0,2,154.25,0,1
0,3,7,18,0,1,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,60.0,0,1
6,10,45,31,1,2,2,0.0,0,0,6,3,0,0,0,0,4,1,0,0,2,149.0,0,2
63,10,44,27,0,5,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,0,72.25,0,3
50,2,51,19,2,5,2,0.0,0,2,5,3,0,0,0,3,3,0,0,0,2,57.04,0,0
4,4,5,25,1,0,1,0.0,0,0,2,0,0,0,0,0,0,1,0,0,3,59.0,0,0
222,6,22,3,2,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,126.9,1,3
114,3,7,15,0,4,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,78.0,0,0
28,1,32,3,1,3,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,62.0,0,0
1,8,20,15,1,1,2,0.0,0,0,6,3,0,0,0,4,5,0,0,0,2,109.5,1,2
28,0,17,26,0,4,2,0.0,0,0,6,3,0,0,0,6,6,1,0,0,3,165.0,1,0
111,6,25,17,2,2,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,3,109.65,0,1
39,11,40,29,0,1,1,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,250.0,0,0
45,9,45,5,2,2,2,0.0,0,2,5,3,0,0,0,0,3,0,0,0,2,52.4,0,0
349,10,41,4,1,5,2,0.0,0,0,5,3,0,0,0,0,0,0,0,162,3,90.0,0,0
87,7,10,9,0,3,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,60.98,0,1
36,10,43,20,2,5,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,41.33,0,1
0,3,8,18,0,1,1,0.0,0,0,2,0,0,0,3,0,0,0,0,0,2,30.0,0,0
0,7,10,2,0,1,2,0.0,0,0,3,1,0,0,0,0,0,1,0,0,2,45.0,0,0
72,10,45,31,1,1,2,0.0,0,0,6,3,0,0,0,0,0,3,0,0,2,43.8,1,1
248,2,52,22,2,3,2,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,55.8,0,0
221,6,24,10,1,2,2,0.0,0,0,5,3,0,1,0,0,0,0,1,15,2,80.0,0,0
149,6,24,9,0,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,129.0,0,0
37,2,52,25,2,3,2,0.0,0,0,3,1,0,0,0,1,1,0,0,0,2,78.85,0,1
91,7,10,9,1,3,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,79.2,0,0
9,2,53,30,0,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,142.67,0,1
201,1,33,8,3,7,2,0.0,0,2,5,3,0,0,0,0,0,0,0,0,2,116.1,0,1
13,3,8,23,0,1,1,0.0,0,3,3,1,1,0,1,0,0,1,0,0,2,88.0,0,0
30,7,11,7,1,5,2,0.0,0,4,4,3,0,0,0,0,0,0,0,0,3,65.4,0,0
1,1,33,11,0,1,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,0,95.0,0,2
84,3,7,17,0,1,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,41.6,0,0
178,5,27,7,2,4,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,68.61,0,1
81,7,11,17,1,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,97.2,0,1
4,4,2,14,0,1,2,0.0,0,2,4,3,0,0,0,0,4,0,0,0,3,100.0,0,1
2,1,33,9,1,0,2,0.0,0,0,3,1,0,0,0,4,4,0,0,0,2,67.5,0,2
447,11,40,29,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.0,0,0
69,10,41,4,2,3,2,0.0,0,0,5,3,0,0,0,0,2,0,0,0,2,40.05,0,1
100,8,21,15,2,4,2,0.0,0,2,6,3,0,0,0,3,3,2,0,0,2,164.9,0,1
6,1,34,16,3,5,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,85.63,0,2
114,3,7,15,0,4,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,78.0,0,0
348,6,22,3,2,1,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,90.0,0,0
49,7,13,24,1,3,2,0.0,0,3,5,3,0,0,0,0,0,1,0,0,2,62.8,0,0
270,0,17,20,0,4,2,0.0,0,0,5,3,0,0,0,0,0,0,0,187,3,62.8,0,0
112,8,20,19,2,5,2,0.0,0,0,3,1,0,0,0,5,5,0,0,0,2,112.5,0,0
4,0,17,28,0,1,2,0.0,0,3,6,1,0,0,0,0,5,0,0,0,2,130.0,0,0
50,7,13,24,0,3,2,2.0,0,0,6,3,0,0,0,6,6,0,0,0,2,125.0,0,0
72,3,7,17,2,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,90.1,0,2
159,8,19,12,2,4,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,160.5,0,2
0,8,19,2,1,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,95.0,0,0
50,7,14,31,1,3,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,65.0,0,0
14,1,35,25,1,3,2,0.0,0,0,6,3,0,0,0,2,2,0,0,0,2,170.43,0,1
265,6,26,24,0,2,2,0.0,0,2,5,3,0,0,0,0,3,0,0,0,3,115.0,0,1
287,1,35,25,2,3,2,0.0,0,0,4,3,0,1,0,3,3,0,1,0,2,128.0,0,0
10,2,49,1,0,3,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,90.33,0,0
31,1,35,26,0,1,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,130.5,0,1
260,11,38,18,0,2,1,0.0,0,2,5,3,0,1,0,0,0,1,1,0,3,80.0,0,0
20,5,28,11,0,3,1,0.0,0,0,2,0,1,1,5,0,0,0,0,0,2,65.0,0,0
17,2,49,4,2,2,2,0.0,0,0,3,1,0,1,0,0,0,0,0,0,2,101.5,0,2
171,1,31,3,0,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,130.5,0,0
2,4,5,27,0,1,1,0.0,0,0,1,1,0,0,0,0,3,0,0,0,3,0.0,0,0
149,5,29,18,0,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,81.4,0,0
2,7,11,16,0,1,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,108.0,0,0
164,1,34,23,1,4,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,139.5,0,2
2,1,36,30,1,0,1,0.0,0,0,4,3,0,0,0,0,3,0,0,0,3,65.0,0,2
74,3,5,3,0,2,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,79.2,0,0
33,8,22,29,1,2,2,0.0,0,0,2,0,0,0,0,0,0,0,0,0,2,144.0,0,0
312,7,10,5,2,5,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,30.0,0,0
174,5,26,1,2,3,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,147.9,0,0
10,1,35,23,1,0,2,2.0,0,0,6,3,0,0,0,5,5,0,0,0,0,153.0,0,0
41,6,27,27,1,1,2,2.0,0,0,6,3,0,0,0,5,5,1,0,0,2,189.9,1,3
34,3,8,19,2,1,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,80.0,0,0
98,11,40,28,0,4,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,120.25,0,0
31,7,12,19,1,0,3,0.0,0,0,6,3,0,0,0,3,5,0,0,0,2,158.0,0,1
134,3,8,25,0,1,1,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,75.0,0,0
21,7,11,16,1,3,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,3,78.0,0,0
84,0,14,2,2,6,3,0.0,0,2,3,1,0,0,0,3,3,0,0,0,2,179.91,1,1
170,1,32,8,0,4,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,175.5,0,0
134,5,28,6,1,4,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,97.75,0,0
77,1,35,23,0,5,1,0.0,0,2,6,3,0,0,0,0,0,1,0,0,2,108.65,0,2
25,2,49,4,1,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,69.0,0,0
122,4,4,28,2,5,2,1.0,0,0,6,3,0,0,0,0,0,0,0,0,2,103.7,0,1
22,9,49,27,1,0,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,104.0,0,1
50,3,7,12,2,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,95.4,0,1
40,7,13,20,2,0,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,131.4,0,0
75,9,47,15,1,0,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,0,72.25,0,2
248,10,42,13,2,3,2,0.0,0,0,6,3,0,0,0,0,1,0,0,0,2,83.38,0,2
74,2,50,9,0,2,2,0.0,0,0,5,3,0,0,0,0,3,0,0,0,2,75.0,0,0
55,1,35,26,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,62.0,0,0
88,2,49,1,0,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,93.6,0,0
364,10,42,12,0,4,1,0.0,1,0,4,0,0,0,0,0,0,2,0,0,3,60.0,0,0
74,11,38,18,0,2,2,0.0,0,2,5,3,0,0,0,0,0,0,1,0,3,101.5,0,0
55,5,30,24,2,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,3,75.44,0,1
53,0,14,2,0,1,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,123.3,0,0
186,5,29,22,2,5,2,2.0,0,0,6,3,0,0,0,6,6,0,0,0,2,244.0,0,0
61,6,23,5,2,5,2,1.0,0,0,6,3,0,0,0,0,0,1,0,0,3,99.25,0,2
56,7,12,21,0,3,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,85.0,0,0
37,5,29,19,0,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,190.0,0,0
101,8,20,20,2,4,2,2.0,0,0,6,3,0,0,0,6,6,1,0,0,2,155.0,0,0
148,10,41,4,0,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,118.8,0,3
117,9,47,13,2,0,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,79.2,0,0
235,8,20,11,0,1,1,0.0,0,0,6,3,0,1,0,2,2,0,0,0,2,112.0,0,1
262,5,28,6,1,1,2,0.0,0,0,4,3,0,1,0,0,0,0,0,0,0,62.0,0,0
138,2,52,21,1,5,1,0.0,0,0,6,3,0,0,0,0,3,0,0,0,2,25.11,0,2
56,6,24,8,0,1,2,0.0,0,0,5,0,0,0,0,0,0,0,0,0,3,120.0,0,0
7,3,6,10,2,2,2,0.0,0,0,6,3,0,0,0,0,3,1,0,0,2,91.8,0,0
16,1,34,20,2,0,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,210.0,0,0
301,9,47,18,0,2,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,52.0,0,0
262,8,21,24,0,4,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,157.5,0,2
46,1,34,17,1,1,2,0.0,0,0,4,3,0,0,0,0,3,0,0,0,3,62.0,0,1
88,0,16,18,2,5,2,0.0,0,0,5,3,0,0,0,4,4,0,0,0,2,72.0,0,1
5,3,6,10,0,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,55.0,1,1
276,3,7,17,0,1,2,2.0,0,0,6,3,0,0,0,5,5,0,0,0,2,153.9,0,0
8,2,51,16,2,3,1,0.0,0,0,6,3,0,0,0,0,3,0,0,0,2,31.8,0,1
31,7,10,3,1,3,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,117.3,0,0
5,10,41,3,1,0,1,0.0,0,0,2,0,1,0,9,0,3,0,0,0,2,65.0,0,1
90,2,52,23,2,5,2,2.0,0,0,6,3,0,0,0,6,6,0,0,0,2,82.0,0,0
73,11,36,4,2,7,2,2.0,0,0,6,3,0,0,0,6,6,1,0,0,2,153.0,0,0
154,11,37,8,0,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,126.9,0,3
337,11,38,19,2,2,2,0.0,0,0,4,3,0,1,0,0,0,0,0,0,3,62.0,0,0
1,6,24,9,0,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,3,131.0,0,0
41,3,8,20,1,1,1,0.0,0,0,4,3,0,0,0,0,0,0,1,9,2,75.0,0,0
218,1,31,5,2,5,2,0.0,0,2,5,3,0,0,0,0,0,1,0,0,2,135.9,0,1
149,5,28,10,1,2,1,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,85.93,0,0
118,8,19,1,2,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,3,107.95,0,0
85,4,1,3,0,3,1,0.0,0,3,6,3,0,0,0,0,0,2,0,0,2,79.2,0,2
383,10,41,6,1,3,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,48.0,0,0
44,6,25,24,2,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,130.0,0,1
63,5,27,3,2,5,3,0.0,0,2,5,3,0,0,0,4,4,0,0,0,2,196.54,0,1
18,6,27,26,2,0,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,114.0,0,0
72,11,37,11,0,2,1,0.0,0,2,4,3,0,0,0,0,3,0,0,0,3,98.0,0,0
341,11,39,23,0,2,2,0.0,0,0,4,3,0,1,0,0,0,0,1,0,3,62.0,0,0
0,8,20,12,0,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,141.0,0,1
457,1,34,25,0,2,2,0.0,0,2,5,3,0,0,0,0,0,1,0,0,3,122.4,0,1
164,8,20,15,1,2,1,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,160.0,0,0
0,2,49,4,1,2,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,49.07,0,3
67,7,11,14,0,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,106.2,0,0
343,0,16,21,2,2,2,1.0,0,0,3,1,0,0,0,6,6,1,0,0,2,213.3,0,2
51,6,25,18,2,1,2,0.0,0,0,6,3,0,0,0,4,6,0,0,0,2,200.0,0,2
33,1,32,6,2,3,2,1.0,0,2,3,1,0,0,0,4,4,1,0,0,2,323.0,0,0
23,3,7,12,1,2,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,79.0,0,1
140,9,47,18,0,4,2,0.0,0,0,4,3,0,0,0,0,4,1,0,87,3,75.0,0,0
44,5,30,22,0,4,2,1.0,0,2,6,3,0,0,0,3,3,1,0,0,2,167.69,0,1
52,1,36,28,1,0,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,99.0,0,0
23,0,15,8,0,1,1,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,89.0,0,0
36,10,43,20,0,1,2,0.0,0,0,6,3,0,0,0,0,1,0,0,0,0,96.3,0,1
15,3,6,5,1,2,2,0.0,0,0,2,0,0,0,0,4,5,2,0,0,3,97.0,0,0
24,9,45,3,3,10,1,0.0,0,0,2,0,0,0,0,0,0,2,0,0,3,40.0,0,0
